word,tone,sentiment
censurado,-1,negative
censuras,-1,negative
censurando,-1,negative
não pagáveis,-1,negative
caridade,1,positive
contornando,-1,negative
contornação,-1,negative
reivindicação,-1,negative
reivindicações,-1,negative
sair fundo,-1,negative
fechar,-1,negative
fechamentos,-1,negative
fechamento,-1,negative
fecho,-1,negative
coagir,-1,negative
coagido,-1,negative
coage,-1,negative
coerção,-1,negative
coercitivo,-1,negative
colaboração,1,positive
colaborações,1,positive
colapso,-1,negative
desabou,-1,negative
colapsa,-1,negative
colapsando,-1,negative
colisão,-1,negative
colisões,-1,negative
conluir,-1,negative
conspirado,-1,negative
conlui,-1,negative
conluindo,-1,negative
conluio,-1,negative
conluios,-1,negative
conluído,-1,negative
reclamou,-1,negative
reclamando,-1,negative
reclamação,-1,negative
queixas,-1,negative
complicar,-1,negative
complicado,-1,negative
complica,-1,negative
complicando,-1,negative
complicação,-1,negative
complicações,-1,negative
elogio,1,positive
cortesia,1,positive
elogiado,1,positive
elogiando,1,positive
elogios,1,positive
compulsão,-1,negative
escondido,-1,negative
escondendo,-1,negative
conceder,-1,negative
concedido,-1,negative
concede,-1,negative
concedendo,-1,negative
preocupação,-1,negative
preocupações,-1,negative
participando audiências,-1,negative
audiência,-1,negative
audiências,-1,negative
conclusivo,1,positive
conclusivamente,1,positive
condenar,-1,negative
condenação,-1,negative
condenações,-1,negative
condenado,-1,negative
condenando,-1,negative
condena,-1,negative
sanciona,-1,negative
sancionado,-1,negative
propício,1,positive
confessar,-1,negative
confessado,-1,negative
confessa,-1,negative
confessando,-1,negative
confissão,-1,negative
confinado,-1,negative
confinamento,-1,negative
confinamentos,-1,negative
confina,-1,negative
confinando,-1,negative
confiscar,-1,negative
confiscado,-1,negative
confisca,-1,negative
confiscando,-1,negative
confisco,-1,negative
confiscos,-1,negative
em conflito,-1,negative
confronto,-1,negative
confrontos,-1,negative
confrontado,-1,negative
confrontando,-1,negative
confronta,-1,negative
confundir,-1,negative
confuso,-1,negative
confunda,-1,negative
confusão,-1,negative
conspirações,-1,negative
conspiração,-1,negative
conspirador,-1,negative
conspiratório,-1,negative
conspiradores,-1,negative
conspirar,-1,negative
conspira,-1,negative
construtivo,1,positive
construtivamente,1,positive
desprezo,-1,negative
competir,-1,negative
contestado,-1,negative
discussão,-1,negative
discussões,-1,negative
controversamente,-1,negative
contestando,-1,negative
contração,-1,negative
contrações,-1,negative
contradito,-1,negative
contraditório,-1,negative
contradição,-1,negative
contradições,-1,negative
contrário,-1,negative
controvérsias,-1,negative
controvérsia,-1,negative
retificado,-1,negative
retificando,-1,negative
retificação,-1,negative
retificações,-1,negative
retifica,-1,negative
corrupto,-1,negative
corrompido,-1,negative
corrompendo,-1,negative
corrupção,-1,negative
corrupções,-1,negative
dispendioso,-1,negative
requerer,-1,negative
requerido,-1,negative
requerimento,-1,negative
requere,-1,negative
falsificado,-1,negative
falsificador,-1,negative
falsificadores,-1,negative
falsificação,-1,negative
falsificações,-1,negative
contramedida,-1,negative
contramedidas,-1,negative
cortês,1,positive
criativo,1,positive
criativamente,1,positive
criatividade,1,positive
crime,-1,negative
crimes,-1,negative
criminoso,-1,negative
criminalmente,-1,negative
criminosos,-1,negative
crítica,-1,negative
críticas,-1,negative
criticado,-1,negative
criticando,-1,negative
crucial,-1,negative
crucialmente,-1,negative
culpabilidade,-1,negative
culpável,-1,negative
redução,-1,negative
ataque cibernético,-1,negative
ataques cibernéticos,-1,negative
cyberbullying,-1,negative
crime cibernético,-1,negative
crimes cibernéticos,-1,negative
cibercriminal,-1,negative
cibercriminosos,-1,negative
dano,-1,negative
danificado,-1,negative
refreado,-1,negative
perigo,-1,negative
perigoso,-1,negative
perigosamente,-1,negative
perigos,-1,negative
impasse,-1,negative
trancado,-1,negative
trancando,-1,negative
impasses,-1,negative
peso morto,-1,negative
pesos mortos,-1,negative
exclusão,-1,negative
exclusões,-1,negative
excluído,-1,negative
morto,-1,negative
engano,-1,negative
enganoso,-1,negative
enganar,-1,negative
enganado,-1,negative
engana,-1,negative
enganando,-1,negative
farsa,-1,negative
enganosamente,-1,negative
recusou,-1,negative
desfigurar,-1,negative
desfigurado,-1,negative
desfiguração,-1,negative
difamação,-1,negative
difamações,-1,negative
difamatório,-1,negative
difamar,-1,negative
difamado,-1,negative
difama,-1,negative
difamando,-1,negative
faliu,-1,negative
derrota,-1,negative
derrotado,-1,negative
derrotando,-1,negative
defeito,-1,negative
defeituoso,-1,negative
defeitos,-1,negative
defende,-1,negative
réu,-1,negative
réus,-1,negative
defendido,-1,negative
defendendo,-1,negative
defensiva,-1,negative
adiar,-1,negative
deficiências,-1,negative
deficiência,-1,negative
deficiente,-1,negative
déficit,-1,negative
déficits,-1,negative
fraudar,-1,negative
fraudado,-1,negative
fraudando,-1,negative
fraudes,-1,negative
extinto,-1,negative
degradação,-1,negative
degradações,-1,negative
degradar,-1,negative
degradado,-1,negative
degradando,-1,negative
deletério,-1,negative
deliberar,-1,negative
deliberado,-1,negative
deliberadamente,-1,negative
prazer,1,positive
encantado,1,positive
delicioso,1,positive
deliciosamente,1,positive
deliciando,1,positive
delícias,1,positive
deliquências,-1,negative
delinquência,-1,negative
delinquente,-1,negative
negligentemente,-1,negative
delinquentes,-1,negative
retirar,-1,negative
retirado,-1,negative
retirando,-1,negative
retira,-1,negative
falecer,-1,negative
falecido,-1,negative
fins,-1,negative
falecendo,-1,negative
demolir,-1,negative
demolido,-1,negative
demolindo,-1,negative
demolição,-1,negative
demolições,-1,negative
rebaixar,-1,negative
rebaixado,-1,negative
rebaixa,-1,negative
rebaixando,-1,negative
rebaixamento,-1,negative
rebaixamentos,-1,negative
negação,-1,negative
negações,-1,negative
negado,-1,negative
nega,-1,negative
denegrir,-1,negative
denegrido,-1,negative
denegria,-1,negative
denegrando,-1,negative
denegração,-1,negative
negar,-1,negative
negando,-1,negative
confiabilidade,1,positive
confiável,1,positive
esgotar,-1,negative
esgotado,-1,negative
esgota,-1,negative
esgotando,-1,negative
esgotamento,-1,negative
esgotamentos,-1,negative
depreciação,-1,negative
deprimido,-1,negative
depressivo,-1,negative
deprime,-1,negative
deprimente,-1,negative
privação,-1,negative
privar,-1,negative
privado,-1,negative
priva,-1,negative
privando,-1,negative
derrogatório,-1,negative
desejável,1,positive
desejado,1,positive
desestabilização,-1,negative
desestabilizar,-1,negative
desestabilizado,-1,negative
desestabilizando,-1,negative
destinado,1,positive
destruir,-1,negative
destruído,-1,negative
destrói,-1,negative
destruição,-1,negative
destrutivo,-1,negative
deter,-1,negative
detido,-1,negative
detenção,-1,negative
detenções,-1,negative
deterioração,-1,negative
deteriorações,-1,negative
dissuadido,-1,negative
dissuasão,-1,negative
dissuasões,-1,negative
dissuasor,-1,negative
dissuasores,-1,negative
dissuasando,-1,negative
dissuade,-1,negative
detrimento,-1,negative
prejudicialmente,-1,negative
desvalorizar,-1,negative
desvalorizado,-1,negative
desvaloriza,-1,negative
desvalorizando,-1,negative
devastar,-1,negative
devastado,-1,negative
devastação,-1,negative
desviar,-1,negative
desviado,-1,negative
desvia,-1,negative
desviando,-1,negative
desvio,-1,negative
desvios,-1,negative
devoluções,-1,negative
devolução,-1,negative
diligente,1,positive
diligentemente,1,positive
diminuição,-1,negative
desvantagem,-1,negative
desfavorecido,-1,negative
desvantajoso,-1,negative
desvantagens,-1,negative
desfiliação,-1,negative
discordar,-1,negative
desagradável,-1,negative
discordou,-1,negative
discordando,-1,negative
desacordo,-1,negative
desacordos,-1,negative
discorda,-1,negative
proibição,-1,negative
não permitido,-1,negative
desaparecer,-1,negative
desaparecimento,-1,negative
desaparecimentos,-1,negative
desaparecido,-1,negative
desaparecendo,-1,negative
desaparece,-1,negative
desapontado,-1,negative
decepcionantemente,-1,negative
decepções,-1,negative
desaprovação,-1,negative
desaprovações,-1,negative
desaprovar,-1,negative
desaprova,-1,negative
desaprovando,-1,negative
desassociado,-1,negative
desassociando,-1,negative
desassociação,-1,negative
desassociações,-1,negative
desastre,-1,negative
desastres,-1,negative
desastroso,-1,negative
desastrosamente,-1,negative
negou,-1,negative
negaa,-1,negative
disciplinar,-1,negative
aviso legal,-1,negative
isenções de responsabilidade,-1,negative
isenta,-1,negative
divulgar,-1,negative
divulgado,-1,negative
divulga,-1,negative
divulgando,-1,negative
descontinuação,-1,negative
descontinuações,-1,negative
descontinua,-1,negative
desencorajar,-1,negative
desencorajado,-1,negative
desencoraja,-1,negative
desencorajando,-1,negative
desacreditar,-1,negative
desacreditado,-1,negative
desacreditando,-1,negative
desacredita,-1,negative
discrepâncias,-1,negative
discrepância,-1,negative
desfavor,-1,negative
desfavorecendo,-1,negative
desfavores,-1,negative
vomitar,-1,negative
vomitado,-1,negative
vômito,-1,negative
vômitos,-1,negative
vomita,-1,negative
vomitando,-1,negative
desgraça,-1,negative
desgraçado,-1,negative
vergonhosamente,-1,negative
desonesto,-1,negative
desonestamente,-1,negative
desonestidade,-1,negative
desonra,-1,negative
desonroso,-1,negative
desonravelmente,-1,negative
desonrado,-1,negative
desonro,-1,negative
desincentivos,-1,negative
desinteressado,-1,negative
desinteressadamente,-1,negative
deinsteresse,-1,negative
desleal,-1,negative
deslealmente,-1,negative
deslealdade,-1,negative
sombriamente,-1,negative
dispensar,-1,negative
demissão,-1,negative
demissões,-1,negative
demitido,-1,negative
dispensa,-1,negative
demitindo,-1,negative
desordenado,-1,negative
depreciar,-1,negative
depreciado,-1,negative
depreciações,-1,negative
deprecia,-1,negative
depreciando,-1,negative
depreciativamente,-1,negative
disparidades,-1,negative
disparidade,-1,negative
deslocar,-1,negative
deslocado,-1,negative
deslocamento,-1,negative
deslocamentos,-1,negative
desloca,-1,negative
desapropriar,-1,negative
desapropria,-1,negative
desapropriado,-1,negative
desapropriações,-1,negative
desapropriação,-1,negative
desproporção,-1,negative
desproporcional,-1,negative
desproporcionalmente,-1,negative
desqualificação,-1,negative
desqualificações,-1,negative
desqualificado,-1,negative
desqualifica,-1,negative
desqualificar,-1,negative
desconsiderado,-1,negative
desconsiderando,-1,negative
desconsideração,-1,negative
mal afamado,-1,negative
descrédito,-1,negative
interrupção,-1,negative
interrupções,-1,negative
perturbador,-1,negative
insatisfação,-1,negative
insatisfeito,-1,negative
dissidência,-1,negative
dissidente,-1,negative
dissidentes,-1,negative
dissidores,-1,negative
dissolução,-1,negative
dissoluções,-1,negative
distinção,1,positive
distinções,1,positive
distinto,1,positive
distintamente,1,positive
distorcido,-1,negative
distorção,-1,negative
distorções,-1,negative
distrair,-1,negative
distraído,-1,negative
distração,-1,negative
distrações,-1,negative
distrai,-1,negative
angustiado,-1,negative
perturbar,-1,negative
perturbação,-1,negative
distúrbios,-1,negative
perturbado,-1,negative
perturba,-1,negative
desinvestimento,-1,negative
desinvestimentos,-1,negative
divórcio,-1,negative
divorciado,-1,negative
divulgação,-1,negative
dúvida,-1,negative
duvidado,-1,negative
duvidoso,-1,negative
dúvidas,-1,negative
downgrade,-1,negative
redução do tamanho,-1,negative
redução tamanho,-1,negative
reduções tamanho,-1,negative
tempo inatividade,-1,negative
tempos inatividade,-1,negative
para baixo,-1,negative
arrastar,-1,negative
drástico,-1,negative
drasticamente,-1,negative
recua,-1,negative
sonho,1,positive
desistiu,-1,negative
seca,-1,negative
secas,-1,negative
disfunção,-1,negative
disfuncional,-1,negative
disfunções,-1,negative
mais fácil,1,positive
afrouxamento,-1,negative
fácil,1,positive
eficiências,1,positive
eficiência,1,positive
eficiente,1,positive
eficientemente,1,positive
flagrante,-1,negative
flagrantemente,-1,negative
embargo,-1,negative
embargado,-1,negative
embargos,-1,negative
embargando,-1,negative
embaraçar,-1,negative
envergonhado,-1,negative
envergonha,-1,negative
embaraçoso,-1,negative
embaraço,-1,negative
embaraços,-1,negative
peculato,-1,negative
peculatos,-1,negative
estelionatário,-1,negative
estelionato,-1,negative
defraudar,-1,negative
empoderamento,1,positive
empoderado,1,positive
empoderador,1,positive
empodera,1,positive
permitir,1,positive
permitido,1,positive
permite,1,positive
permitindo,1,positive
encorajamento,1,positive
encoraja,1,positive
invadir,-1,negative
invadido,-1,negative
invade,-1,negative
invadindo,-1,negative
invasão,-1,negative
invasões,-1,negative
sobrecarrega,-1,negative
sobrecarregamento,-1,negative
sobrecarregamentos,-1,negative
em perigo,-1,negative
ameaçado,-1,negative
ameaçando,-1,negative
intimar,-1,negative
intimado,-1,negative
intimando,-1,negative
intima,-1,negative
agradável,1,positive
divertido,1,positive
aproveita,1,positive
entusiasmo,1,positive
entusiasmado,1,positive
corroir,-1,negative
corroído,-1,negative
corroindo,-1,negative
corrosão,-1,negative
errático,-1,negative
erraticamente,-1,negative
errou,-1,negative
errando,-1,negative
errôneo,-1,negative
erroneamente,-1,negative
erro,-1,negative
erros,-1,negative
erra,-1,negative
escalar,-1,negative
escalado,-1,negative
escala,-1,negative
escalando,-1,negative
evadir,-1,negative
evadido,-1,negative
evade,-1,negative
evadindo,-1,negative
evasão,-1,negative
evasões,-1,negative
evasivo,-1,negative
despejo,-1,negative
despejado,-1,negative
despejando,-1,negative
despejos,-1,negative
despeja,-1,negative
exacerbar,-1,negative
exacerbado,-1,negative
exacerba,-1,negative
exacerbando,-1,negative
exacerbação,-1,negative
exacerbações,-1,negative
exagerar,-1,negative
exagerado,-1,negative
exagera,-1,negative
exagerando,-1,negative
exagero,-1,negative
excelência,1,positive
destacando,1,positive
destaca,1,positive
excepcional,1,positive
excepcionalmente,1,positive
excessivo,-1,negative
excessivamente,-1,negative
excitado,1,positive
excitação,1,positive
excitante,1,positive
exclusivo,1,positive
exclusivamente,1,positive
exclusividade,1,positive
exclusivos,1,positive
ilibar,-1,negative
ilibado,-1,negative
iliba,-1,negative
ilibando,-1,negative
ilibação,-1,negative
ilibações,-1,negative
exemplar,1,positive
exonerar,-1,negative
exonerado,-1,negative
exonerados,-1,negative
exonerando,-1,negative
exoneração,-1,negative
exonerações,-1,negative
explorar,-1,negative
exploração,-1,negative
explorações,-1,negative
explorador,-1,negative
explorado,-1,negative
explorando,-1,negative
explora,-1,negative
expor,-1,negative
exposto,-1,negative
expõe,-1,negative
expondo,-1,negative
expropriar,-1,negative
expropriado,-1,negative
expropriando,-1,negative
expropriação,-1,negative
expropriações,-1,negative
expulsão,-1,negative
expulsões,-1,negative
extenuante,-1,negative
fracassado,-1,negative
falhas,-1,negative
falso,-1,negative
falsamente,-1,negative
falsifica,-1,negative
falsificar,-1,negative
falsificando,-1,negative
falsidade,-1,negative
fantástico,1,positive
fatalidade,-1,negative
culpa,-1,negative
falhado,-1,negative
favorável,1,positive
favorito,1,positive
favoritos,1,positive
medos,-1,negative
fictício,-1,negative
multado,-1,negative
multas,-1,negative
despedido,-1,negative
despedimento,-1,negative
imperfeito,-1,negative
imperfeições,-1,negative
proibido,-1,negative
proibindo,-1,negative
proíba,-1,negative
forçado,-1,negative
forçando,-1,negative
hipotecar,-1,negative
hipotecado,-1,negative
executar hipoteca,-1,negative
executando hipoteca,-1,negative
execução hipoteca,-1,negative
execuções hipotecárias,-1,negative
renunciar,-1,negative
renunciou,-1,negative
renunciado,-1,negative
tornar conhecido,-1,negative
tornou conhecido,-1,negative
tornando conhecido,-1,negative
torna conhecido,-1,negative
desistência,-1,negative
desistido,-1,negative
desistindo,-1,negative
desiste,-1,negative
fraude,-1,negative
fraudulência,-1,negative
fraudulento,-1,negative
fraudulentamente,-1,negative
amigáveis,1,positive
frívolo,-1,negative
frivolamente,-1,negative
frustrar,-1,negative
frustrado,-1,negative
frustra,-1,negative
frustrante,-1,negative
frustrantemente,-1,negative
frustração,-1,negative
frustrações,-1,negative
fugitivos,-1,negative
gratuito,-1,negative
gratuitamente,-1,negative
o melhor,1,positive
muito,1,positive
grandeza,1,positive
queixa,-1,negative
grosseiramente,-1,negative
infundado,-1,negative
culpado,-1,negative
parada,-1,negative
parado,-1,negative
dificultar,-1,negative
dificultado,-1,negative
dificultando,-1,negative
dificulta,-1,negative
mais feliz,1,positive
felizmente,1,positive
felicidade,1,positive
feliz,1,positive
assediar,-1,negative
assediado,-1,negative
assédio,-1,negative
severo,-1,negative
mais duro,-1,negative
severamente,-1,negative
aspereza,-1,negative
altíssima,1,positive
impedir,-1,negative
impedido,-1,negative
impedindo,-1,negative
impede,-1,negative
honra,1,positive
honrado,1,positive
honrando,1,positive
honras,1,positive
hostil,-1,negative
hostilidade,-1,negative
machucar,-1,negative
machucando,-1,negative
ideal,1,positive
ocioso,-1,negative
ignorar,-1,negative
ignorado,-1,negative
ignora,-1,negative
ignorando,-1,negative
doente,-1,negative
ilegal,-1,negative
ilegalidades,-1,negative
ilegalidade,-1,negative
ilegalmente,-1,negative
ilegível,-1,negative
ilícito,-1,negative
ilicitamente,-1,negative
ilíquido,-1,negative
iliquidez,-1,negative
desequilíbrio,-1,negative
desequilíbrios,-1,negative
imaturo,-1,negative
imoral,-1,negative
debilitar,-1,negative
debilitado,-1,negative
debilitando,-1,negative
imparidade,-1,negative
debilita,-1,negative
impedimento,-1,negative
impedimentos,-1,negative
iminente,-1,negative
imperativo,-1,negative
imperfeição,-1,negative
inadmissível,-1,negative
implicar,-1,negative
implicado,-1,negative
implica,-1,negative
implicando,-1,negative
impossibilidade,-1,negative
impossível,-1,negative
apreender,-1,negative
apreendido,-1,negative
aprendendo,-1,negative
impraticável,-1,negative
imprático,-1,negative
impraticáveis,-1,negative
impraticabilidade,-1,negative
impressionar,1,positive
impressionado,1,positive
impressiona,1,positive
impressionando,1,positive
impressionante,1,positive
impressionantemente,1,positive
impróprio,-1,negative
inadequadamente,-1,negative
impropriedades,-1,negative
impropriedade,-1,negative
imprudente,-1,negative
imprudentemente,-1,negative
incapacidade,-1,negative
inacessível,-1,negative
imprecisões,-1,negative
imprecisão,-1,negative
impreciso,-1,negative
imprecisa,-1,negative
inação,-1,negative
inações,-1,negative
inativar,-1,negative
inativado,-1,negative
inativados,-1,negative
inativação,-1,negative
inativações,-1,negative
inatividade,-1,negative
inadequações,-1,negative
inadequação,-1,negative
inadequado,-1,negative
involuntário,-1,negative
involutariamente,-1,negative
insensatez,-1,negative
insensato,-1,negative
inapropriado,-1,negative
inapropriadamente,-1,negative
desatenção,-1,negative
incapaz,-1,negative
incapacitado,-1,negative
encarcerar,-1,negative
encarcerado,-1,negative
encarcerados,-1,negative
encarcerando,-1,negative
encarceramento,-1,negative
encarceramentos,-1,negative
incidência,-1,negative
incidências,-1,negative
incidente,-1,negative
incidentes,-1,negative
incompatibilidades,-1,negative
incompatibilidade,-1,negative
incompatível,-1,negative
incompetência,-1,negative
incompetente,-1,negative
incompetentemente,-1,negative
incompetentes,-1,negative
incompleto,-1,negative
incompletamente,-1,negative
incompletude,-1,negative
inconclusivo,-1,negative
inconsistências,-1,negative
inconsistência,-1,negative
inconsistente,-1,negative
inconsistentemente,-1,negative
inconveniência,-1,negative
inconveniências,-1,negative
inconveniente,-1,negative
incorreta,-1,negative
incorretamente,-1,negative
incorreção,-1,negative
incrível,1,positive
incrivelmente,1,positive
indecência,-1,negative
indecente,-1,negative
imprescritível,-1,negative
imprescritívelmente,-1,negative
indiciar,-1,negative
indiciável,-1,negative
indiciado,-1,negative
indiciando,-1,negative
ineficaz,-1,negative
ineficazmente,-1,negative
ineficácia,-1,negative
ineficiências,-1,negative
ineficiência,-1,negative
ineficiente,-1,negative
ineficientemente,-1,negative
inelegibilidade,-1,negative
inelegível,-1,negative
desigual,-1,negative
desigualmente,-1,negative
desigualdades,-1,negative
desigualdade,-1,negative
inevitável,-1,negative
inexperiência,-1,negative
inexperiente,-1,negative
infligidos,-1,negative
influente,1,positive
informativo,1,positive
infração,-1,negative
infrações,-1,negative
infringir,-1,negative
infiringido,-1,negative
infringe,-1,negative
infrator,-1,negative
engenhosidade,1,positive
inibido,-1,negative
inimico,-1,negative
ordem judicial,-1,negative
ordens judiciais,-1,negative
ferir,-1,negative
ferido,-1,negative
fere,-1,negative
ferimentos,-1,negative
ferindo,-1,negative
prejuízo,-1,negative
lesão,-1,negative
inovar,1,positive
inovado,1,positive
inova,1,positive
inovando,1,positive
inovação,1,positive
inovações,1,positive
inovativa,1,positive
inovativo,1,positive
inovador,1,positive
inovadores,1,positive
inquérito,-1,negative
inseguro,-1,negative
insensível,-1,negative
perspicaz,1,positive
insolvências,-1,negative
insolvência,-1,negative
insolvente,-1,negative
inspiração,1,positive
inspirador,1,positive
insubordinação,-1,negative
insuficiência,-1,negative
insuficiente,-1,negative
insuficientemente,-1,negative
insurreição,-1,negative
insurreições,-1,negative
integridade,1,positive
intencional,-1,negative
interferência,-1,negative
interferências,-1,negative
intermitente,-1,negative
intermitentemente,-1,negative
intimidação,-1,negative
intrusão,-1,negative
inválido,-1,negative
invalidar,-1,negative
invalidado,-1,negative
inválidos,-1,negative
invalidador,-1,negative
invalidação,-1,negative
invalidez,-1,negative
inventar,1,positive
inventado,1,positive
inventando,1,positive
invenção,1,positive
invenções,1,positive
inventivo,1,positive
inventividade,1,positive
inventor,1,positive
inventores,1,positive
investigar,-1,negative
investigado,-1,negative
investiga,-1,negative
investigando,-1,negative
investigação,-1,negative
investigações,-1,negative
involuntariamente,-1,negative
irreconciliável,-1,negative
irreconcilavelmente,-1,negative
irrecuperável,-1,negative
irrecuperavelmente,-1,negative
irregular,-1,negative
irregularidades,-1,negative
irregularidade,-1,negative
irregularmente,-1,negative
irreparável,-1,negative
irreparavelmente,-1,negative
irreversível,-1,negative
justificável,-1,negative
conscientemente,-1,negative
faltar,-1,negative
em falta,-1,negative
sem brilho,-1,negative
caducar,-1,negative
lapsos,-1,negative
caducou,-1,negative
caduca,-1,negative
caducando,-1,negative
lavagem,-1,negative
liderança,1,positive
mentira,-1,negative
limitação,-1,negative
limitações,-1,negative
vagaroso,-1,negative
liquidar,-1,negative
liquidado,-1,negative
liquidados,-1,negative
liquidando,-1,negative
liquidação,-1,negative
liquidações,-1,negative
liquidante,-1,negative
liquidatários,-1,negative
litigante,-1,negative
litigantes,-1,negative
litigar,-1,negative
litigado,-1,negative
litigados,-1,negative
litigando,-1,negative
litígio,-1,negative
litígios,-1,negative
bloqueio,-1,negative
bloqueios,-1,negative
leal,1,positive
mentindo,-1,negative
prevaricação,-1,negative
mau funcionamento,-1,negative
malícia,-1,negative
malicioso,-1,negative
maliciosamente,-1,negative
negligência,-1,negative
manipular,-1,negative
manipulado,-1,negative
manipula,-1,negative
manipulando,-1,negative
manipulação,-1,negative
manipulações,-1,negative
manipulador,-1,negative
reduzir preço,-1,negative
reduzir preços,-1,negative
meritório,1,positive
aplicação incorreta,-1,negative
aplicações incorretas,-1,negative
mal aplicado,-1,negative
mal aplica,-1,negative
aplicar erroneamente,-1,negative
aplicação erronea,-1,negative
apropriação indevida,-1,negative
aproriações indevidas,-1,negative
mal rotulados,-1,negative
mal calcular,-1,negative
mal calculado,-1,negative
calcula mal,-1,negative
calculando mal,-1,negative
erro de cálculo,-1,negative
erros de cálculo,-1,negative
descaracterização,-1,negative
travessura,-1,negative
classificação incorreta,-1,negative
classificações incorretas,-1,negative
classificado incorretamente,-1,negative
classificar incorretamente,-1,negative
falta comunicação,-1,negative
má conduta,-1,negative
mal datado,-1,negative
contravenção,-1,negative
delitos,-1,negative
mal direcionado,-1,negative
mal conduzido,-1,negative
maltratado,-1,negative
conduz mal,-1,negative
conduzindo mal,-1,negative
desinformar,-1,negative
desinformação,-1,negative
desinformado,-1,negative
desinformando,-1,negative
desinforma,-1,negative
interpretar mal,-1,negative
má interpretação,-1,negative
má interpretações,-1,negative
mal interpretado,-1,negative
interpretarndo mal,-1,negative
interpreta mal,-1,negative
julgar mal,-1,negative
mal julgado,-1,negative
erros de julgamento,-1,negative
julgando mal,-1,negative
julgamento errôneo,-1,negative
julgamentos errôneos,-1,negative
tachar,-1,negative
tachado,-1,negative
tachando,-1,negative
tacha,-1,negative
enganos,-1,negative
administrar mal,-1,negative
mal administrado,-1,negative
má administração,-1,negative
más administrações,-1,negative
mal administração,-1,negative
extraviado,-1,negative
precificar mal,-1,negative
mal precificado,-1,negative
mal precificados,-1,negative
deturpar,-1,negative
deturpação,-1,negative
deturpações,-1,negative
deturpado,-1,negative
deturpando,-1,negative
deturpa,-1,negative
relatar falsamente,-1,negative
falsamente relatado,-1,negative
passo falso,-1,negative
passos falo,-1,negative
equivocado,-1,negative
por engano,-1,negative
julgamento indeferido,-1,negative
julgamentos indeferidos,-1,negative
mal entendido,-1,negative
mal entendidos,-1,negative
incompreendido,-1,negative
uso indevido,-1,negative
mal utilizado,-1,negative
mal uso,-1,negative
monopolista,-1,negative
monopolistas,-1,negative
monopolização,-1,negative
monopolizar,-1,negative
monopolizado,-1,negative
monopoliza,-1,negative
monopolizando,-1,negative
monopólio,-1,negative
moratória,-1,negative
moratórias,-1,negative
desmantelar,-1,negative
desmantelando,-1,negative
negligenciado,-1,negative
negligente,-1,negative
negligenciando,-1,negative
negligencia,-1,negative
negligências,-1,negative
não obtenção,-1,negative
não competitivo,-1,negative
inconformidade,-1,negative
inconformidades,-1,negative
incoformado,-1,negative
não complacente,-1,negative
inconformado,-1,negative
não divulgação,-1,negative
não funcional,-1,negative
não pago,-1,negative
não pagos,-1,negative
desempenho ruim,-1,negative
desempenhos ruins,-1,negative
performando mal,-1,negative
produzindo mal,-1,negative
não produtivo,-1,negative
não renovável,-1,negative
incômodo,-1,negative
incômodos,-1,negative
anula,-1,negative
nulificando,-1,negative
objetar,-1,negative
objetando,-1,negative
objeção,-1,negative
censurável,-1,negative
objetavelmente,-1,negative
objeções,-1,negative
obsceno,-1,negative
obscenidade,-1,negative
obsolescência,-1,negative
obsoleto,-1,negative
obstruir,-1,negative
obstruído,-1,negative
obstruindo,-1,negative
obstrução,-1,negative
obstruções,-1,negative
ofensa,-1,negative
ofensas,-1,negative
ofender,-1,negative
ofendido,-1,negative
agressor,-1,negative
agressores,-1,negative
ofendendo,-1,negative
ofende,-1,negative
omissão,-1,negative
omissões,-1,negative
omitir,-1,negative
omite,-1,negative
omitido,-1,negative
omitindo,-1,negative
oportunista,-1,negative
oportunisticamente,-1,negative
opor,-1,negative
oposto,-1,negative
opõe,-1,negative
opondo,-1,negative
oposição,-1,negative
oposições,-1,negative
desatualizado,-1,negative
ultrapassado,-1,negative
superar,1,positive
superando,1,positive
supera -se,1,positive
excesso,-1,negative
excedentes,-1,negative
construir excesso,-1,negative
construção excessiva,-1,negative
constrói excesso,-1,negative
construiu excesso,-1,negative
excesso capacidades,-1,negative
excesso capacidade,-1,negative
sobrecarregar,-1,negative
sobrecarga,-1,negative
penar,-1,negative
penando,-1,negative
superestimado,-1,negative
superestima,-1,negative
superestimando,-1,negative
superestimação,-1,negative
superestimações,-1,negative
esquecer,-1,negative
esquecido,-1,negative
esquecendo,-1,negative
esquece,-1,negative
pago excesso,-1,negative
pagamento excesso,-1,negative
pagamentos excesso,-1,negative
superproduzido,-1,negative
superproduze,-1,negative
superproducimento,-1,negative
superprodução,-1,negative
atropelado,-1,negative
atropelando,-1,negative
ofuscar,-1,negative
ofuscou,-1,negative
ofuscando,-1,negative
excedentário,-1,negative
excesso oferta,-1,negative
explicitamente,-1,negative
derrubado,-1,negative
supervalorizar,-1,negative
supervalorizado,-1,negative
supervalorando,-1,negative
pânico,-1,negative
apavorar,-1,negative
penalizar,-1,negative
penalizado,-1,negative
penalizando,-1,negative
perfeito,1,positive
aperfeiçoado,1,positive
perfeitamente,1,positive
aperfeiçoamentos,1,positive
perjúrio,-1,negative
perpetrar,-1,negative
perpetrado,-1,negative
perpetra,-1,negative
perpetrando,-1,negative
perpetração,-1,negative
persistir,-1,negative
persistiu,-1,negative
persistência,-1,negative
persistente,-1,negative
persistentemente,-1,negative
persistindo,-1,negative
persiste,-1,negative
difundido,-1,negative
difusão,-1,negative
mesquinho,-1,negative
